"Species","Method","Facility","Matrix","Extrapolation","Standards","QC_Deviation_(permil)","QC_95%_CI","m","b","m_95%_CI","b_95%_CI","Comments"
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS89_USGS90",-0.352,0.375,0.975,-0.285,0.024,0.313,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS89_USGS91",-0.51,0.138,0.98,-0.385,0.005,0.088,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS89_USGS91",-0.056,0.11,0.98,-0.385,0.005,0.088,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS90_USGS91",-0.688,0.441,0.98,-0.2,0.014,0.255,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS90_USGS91",-0.381,0.345,0.98,-0.2,0.014,0.255,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS89_USGS90",0.636,0.822,1.107,1.729,0.071,1.137,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS89_USGS91",0.132,0.148,0.965,-0.752,0.008,0.17,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS88_USGS89_USGS91",-0.304,0.103,0.965,-0.752,0.008,0.17,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS90_USGS91",-0.376,0.611,0.995,0.022,0.029,0.584,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS88_USGS90_USGS91",-0.246,0.414,0.995,0.022,0.029,0.584,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS89_USGS90_USGS91",-0.438,0.464,1.004,0.247,0.022,0.47,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS89_USGS90_USGS91",-0.308,0.306,1.004,0.247,0.022,0.47,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS63",0.057,0.102,0.994,-0.322,0.003,0.09,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS63",0.494,0.103,0.994,-0.322,0.003,0.09,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS88",-0.103,0.169,0.997,-0.241,0.006,0.157,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS88",0.105,0.1,0.997,-0.241,0.006,0.157,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS61_USGS88",0.575,0.116,0.997,-0.241,0.006,0.157,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS88",0.372,0.088,0.997,-0.241,0.006,0.157,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS89",-0.283,0.117,1.006,0.053,0.005,0.142,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS61_USGS89",0.408,0.098,1.006,0.053,0.005,0.142,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS89",0.345,0.069,1.006,0.053,0.005,0.142,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS90",-0.992,0.162,1.028,0.713,0.006,0.154,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS61_USGS90",-0.154,0.103,1.028,0.713,0.006,0.154,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS91",-0.345,0.473,1.019,0.511,0.026,0.763,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS63_USGS88",-0.137,0.097,0.991,-0.356,0.003,0.068,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS88",0.117,0.078,0.991,-0.356,0.003,0.068,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS63_USGS88",0.327,0.085,0.991,-0.356,0.003,0.068,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS88",0.615,0.08,0.991,-0.356,0.003,0.068,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS63_USGS89",-0.168,0.128,0.991,-0.319,0.004,0.092,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS89",-0.056,0.104,0.991,-0.319,0.004,0.092,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS63_USGS89",0.294,0.112,0.991,-0.319,0.004,0.092,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS89",0.58,0.106,0.991,-0.319,0.004,0.092,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS63_USGS90",0.004,0.396,0.996,-0.118,0.014,0.285,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS90",-0.116,0.339,0.996,-0.118,0.014,0.285,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS63_USGS91",-0.288,0.213,0.987,-0.361,0.007,0.17,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS91",0.178,0.189,0.987,-0.361,0.007,0.17,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS88_USGS89",-0.107,0.179,0.995,-0.254,0.009,0.196,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS88_USGS89",0.438,0.118,0.995,-0.254,0.009,0.196,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS88_USGS90",-0.071,0.367,1.02,0.391,0.019,0.419,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS88_USGS90",-0.114,0.264,1.02,0.391,0.019,0.419,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS88_USGS91",0.189,0.311,0.978,-0.6,0.016,0.396,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS88_USGS91",0.125,0.209,0.978,-0.6,0.016,0.396,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS89_USGS90",-0.118,0.233,1.029,0.648,0.013,0.284,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS89_USGS90",-0.402,0.173,1.029,0.648,0.013,0.284,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS89_USGS91",0.02,0.339,0.989,-0.296,0.02,0.509,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS90_USGS91",-0.495,0.307,1.026,0.712,0.015,0.363,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS90_USGS91",-0.426,0.213,1.026,0.712,0.015,0.363,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS63_USGS88",0.154,0.059,0.995,-0.332,0.002,0.048,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS63_USGS88",0.525,0.061,0.995,-0.332,0.002,0.048,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS63_USGS89",0.046,0.116,0.995,-0.285,0.004,0.097,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS63_USGS89",0.489,0.118,0.995,-0.285,0.004,0.097,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS63_USGS90",0.043,0.357,1,-0.074,0.012,0.281,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS63_USGS91",0.161,0.239,0.992,-0.31,0.008,0.211,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS61_USGS88_USGS89",-0.188,0.146,1.001,-0.151,0.005,0.13,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS88_USGS89",0.115,0.088,1.001,-0.151,0.005,0.13,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS61_USGS88_USGS89",0.534,0.104,1.001,-0.151,0.005,0.13,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS88_USGS89",0.386,0.089,1.001,-0.151,0.005,0.13,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS88_USGS90",-0.628,0.39,1.016,0.316,0.014,0.339,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS88_USGS90",0.106,0.269,1.016,0.316,0.014,0.339,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS88_USGS91",0.232,0.379,0.994,-0.26,0.015,0.414,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS88_USGS91",0.053,0.247,0.994,-0.26,0.015,0.414,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS89_USGS90",-0.802,0.275,1.022,0.505,0.01,0.247,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS89_USGS90",-0.012,0.185,1.022,0.505,0.01,0.247,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS89_USGS91",-0.077,0.344,1.004,0.049,0.016,0.44,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS89_USGS91",-0.003,0.212,1.004,0.049,0.016,0.44,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS90_USGS91",-1.011,0.311,1.025,0.726,0.011,0.294,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS90_USGS91",-0.327,0.196,1.025,0.726,0.011,0.294,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS63_USGS88_USGS89",-0.122,0.139,0.993,-0.324,0.005,0.088,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS63_USGS88_USGS89",0.074,0.115,0.993,-0.324,0.005,0.088,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS63_USGS88_USGS89",0.332,0.119,0.993,-0.324,0.005,0.088,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS63_USGS88_USGS89",0.6,0.104,0.993,-0.324,0.005,0.088,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS88_USGS90",0.026,0.458,0.995,-0.163,0.017,0.292,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS88_USGS90",-0.012,0.384,0.995,-0.163,0.017,0.292,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS88_USGS91",-0.294,0.232,0.986,-0.392,0.008,0.163,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS88_USGS91",0.205,0.196,0.986,-0.392,0.008,0.163,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS89_USGS90",-0.015,0.432,0.995,-0.132,0.016,0.284,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS89_USGS90",-0.123,0.363,0.995,-0.132,0.016,0.284,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS89_USGS91",-0.318,0.226,0.986,-0.352,0.008,0.164,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS89_USGS91",0.125,0.192,0.986,-0.352,0.008,0.164,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS90_USGS91",-0.372,0.429,0.991,-0.147,0.014,0.29,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS90_USGS91",-0.172,0.358,0.991,-0.147,0.014,0.29,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS88_USGS89_USGS90",-0.014,0.402,1.024,0.418,0.022,0.436,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS88_USGS89_USGS90",0.146,0.303,1.024,0.418,0.022,0.436,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS88_USGS89_USGS91",0.129,0.3,0.981,-0.484,0.015,0.353,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS88_USGS89_USGS91",-0.059,0.2,0.981,-0.484,0.015,0.353,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS88_USGS90_USGS91",-0.33,0.491,1.007,0.194,0.022,0.495,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS88_USGS90_USGS91",-0.105,0.337,1.007,0.194,0.022,0.495,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS89_USGS90_USGS91",-0.401,0.4,1.015,0.421,0.019,0.425,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS89_USGS90_USGS91",-0.238,0.272,1.015,0.421,0.019,0.425,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS63_USGS88",0.054,0.102,0.994,-0.325,0.004,0.082,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS63_USGS88",0.493,0.103,0.994,-0.325,0.004,0.082,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS63_USGS89",-0.047,0.13,0.994,-0.28,0.005,0.107,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS63_USGS89",0.458,0.131,0.994,-0.28,0.005,0.107,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS63_USGS90",-0.02,0.353,0.999,-0.073,0.012,0.275,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS63_USGS91",0.1,0.229,0.991,-0.299,0.008,0.2,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS61_USGS88_USGS89",-0.188,0.178,0.999,-0.153,0.006,0.158,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS88_USGS89",-0.031,0.109,0.999,-0.153,0.006,0.158,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS61_USGS88_USGS89",0.519,0.126,0.999,-0.153,0.006,0.158,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS88_USGS89",0.352,0.109,0.999,-0.153,0.006,0.158,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS88_USGS90",-0.623,0.388,1.015,0.309,0.014,0.338,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS88_USGS90",0.049,0.269,1.015,0.309,0.014,0.338,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS88_USGS91",0.212,0.361,0.993,-0.245,0.014,0.395,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS88_USGS91",-0.042,0.237,0.993,-0.245,0.014,0.395,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS89_USGS90",-0.796,0.265,1.021,0.496,0.01,0.238,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS89_USGS90",-0.061,0.179,1.021,0.496,0.01,0.238,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS89_USGS91",-0.094,0.314,1.003,0.06,0.015,0.401,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS89_USGS91",-0.139,0.196,1.003,0.06,0.015,0.401,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS90_USGS91",-1.001,0.257,1.024,0.713,0.009,0.243,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS90_USGS91",-0.368,0.163,1.024,0.713,0.009,0.243,NA
"C","Four-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS63_USGS88_USGS89",-0.189,0.11,0.988,-0.359,0.004,0.074,NA
"C","Four-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS63_USGS88_USGS89",0.245,0.101,0.988,-0.359,0.004,0.074,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS63_USGS88_USGS89",0.579,0.086,0.988,-0.359,0.004,0.074,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS88_USGS90",-0.142,0.436,0.99,-0.207,0.017,0.282,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS88_USGS90",-0.055,0.344,0.99,-0.207,0.017,0.282,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS88_USGS91",-0.38,0.179,0.983,-0.412,0.006,0.124,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS88_USGS91",0.119,0.15,0.983,-0.412,0.006,0.124,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS89_USGS90",-0.179,0.4,0.99,-0.175,0.015,0.267,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS89_USGS90",-0.225,0.316,0.99,-0.175,0.015,0.267,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS89_USGS91",-0.401,0.158,0.983,-0.372,0.005,0.113,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS89_USGS91",0.044,0.134,0.983,-0.372,0.005,0.113,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS90_USGS91",-0.463,0.386,0.987,-0.171,0.013,0.257,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS90_USGS91",-0.26,0.32,0.987,-0.171,0.013,0.257,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS88_USGS89_USGS90",-0.04,0.427,1.018,0.328,0.026,0.493,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS88_USGS89_USGS91",0.139,0.207,0.974,-0.624,0.011,0.243,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS88_USGS89_USGS91",-0.283,0.143,0.974,-0.624,0.011,0.243,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS88_USGS90_USGS91",-0.342,0.476,1.002,0.115,0.022,0.477,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS88_USGS90_USGS91",-0.198,0.326,1.002,0.115,0.022,0.477,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS89_USGS90_USGS91",-0.409,0.377,1.01,0.342,0.018,0.399,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS89_USGS90_USGS91",-0.31,0.255,1.01,0.342,0.018,0.399,NA
"C","Four-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS63_USGS88_USGS89",0.055,0.121,0.995,-0.292,0.004,0.09,NA
"C","Four-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS63_USGS88_USGS89",0.492,0.119,0.995,-0.292,0.004,0.09,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS88_USGS90",0.064,0.381,0.998,-0.121,0.013,0.271,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS88_USGS91",0.144,0.233,0.99,-0.331,0.008,0.187,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS89_USGS90",-0.012,0.365,0.999,-0.08,0.013,0.267,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS89_USGS91",0.074,0.233,0.991,-0.282,0.008,0.192,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS90_USGS91",-0.166,0.377,0.995,-0.072,0.013,0.295,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS88_USGS89_USGS90",-0.573,0.385,1.014,0.258,0.015,0.327,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS88_USGS89_USGS90",0.122,0.287,1.014,0.258,0.015,0.327,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS88_USGS89_USGS91",0.185,0.323,0.994,-0.209,0.013,0.333,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS88_USGS89_USGS91",-0.055,0.229,0.994,-0.209,0.013,0.333,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS88_USGS90_USGS91",-0.59,0.468,1.01,0.267,0.016,0.404,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS88_USGS90_USGS91",-0.133,0.322,1.01,0.267,0.016,0.404,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS89_USGS90_USGS91",-0.766,0.362,1.016,0.456,0.013,0.323,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS89_USGS90_USGS91",-0.236,0.244,1.016,0.456,0.013,0.323,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS88_USGS89_USGS90",-0.272,0.513,0.983,-0.28,0.022,0.307,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS88_USGS89_USGS91",-0.464,0.173,0.98,-0.427,0.006,0.108,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS88_USGS89_USGS91",0.028,0.14,0.98,-0.427,0.006,0.108,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS88_USGS90_USGS91",-0.573,0.445,0.981,-0.271,0.015,0.257,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS88_USGS90_USGS91",-0.287,0.356,0.981,-0.271,0.015,0.257,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS89_USGS90_USGS91",-0.591,0.39,0.982,-0.233,0.013,0.234,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS89_USGS90_USGS91",-0.346,0.313,0.982,-0.233,0.013,0.234,NA
"C","Four-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS89_USGS90_USGS91",-0.327,0.528,0.994,-0.054,0.025,0.495,NA
"C","Four-Point","U.S. EPA",NA,"Interpolated","USGS88_USGS89_USGS90_USGS91",-0.232,0.375,0.994,-0.054,0.025,0.495,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","IAEA600",-0.964,0.088,1,-1.068,NA,0.088,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","IAEA600",0.66,0.088,1,-1.068,NA,0.088,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS40",-0.689,0.103,1,-1.076,NA,0.103,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS40",0.651,0.103,1,-1.076,NA,0.103,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS61",-2.508,0.04,1,-1.118,NA,0.04,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS61",0.609,0.04,1,-1.118,NA,0.04,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS63",4.874,0.05,1,-0.686,NA,0.05,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS63",1.041,0.05,1,-0.686,NA,0.05,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS88",1.606,0.093,1,-0.9,NA,0.093,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS88",0.827,0.093,1,-0.9,NA,0.093,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS89",0.969,0.34,1,-1.031,NA,0.34,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS89",0.696,0.34,1,-1.031,NA,0.34,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS90",7.816,0.11,1,-1.176,NA,0.11,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS90",0.354,0.11,1,-1.176,NA,0.11,NA
"C","One-Point","UNM CSI","Matched","Extrapolated","USGS91",-6.734,0.06,1,-1.196,NA,0.06,NA
"C","One-Point","UNM CSI","Mixed","Extrapolated","USGS91",0.334,0.06,1,-1.196,NA,0.06,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40",-0.2,1.006,1.006,1.243,0.075,2.042,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40",0.075,0.562,1.006,1.243,0.075,2.042,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61",-0.061,0.18,0.993,0.873,0.01,0.321,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS61",0.208,0.194,0.993,0.873,0.01,0.321,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61",0.126,0.073,0.993,0.873,0.01,0.321,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS63",-0.054,0.091,0.986,0.669,0.003,0.057,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS63",0.042,0.071,0.986,0.669,0.003,0.057,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS63",0.123,0.079,0.986,0.669,0.003,0.057,NA
"C","Two-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS63",0.314,0.068,0.986,0.669,0.003,0.057,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS88",-0.027,0.169,0.986,0.67,0.008,0.19,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS88",0.064,0.093,0.986,0.67,0.008,0.19,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS88",0.218,0.107,0.986,0.67,0.008,0.19,NA
"C","Two-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS89",-0.128,0.454,0.996,0.964,0.028,0.657,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS89",0.014,0.254,0.996,0.964,0.028,0.657,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS89",0.144,0.315,0.996,0.964,0.028,0.657,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS90",-0.115,0.141,1.008,1.283,0.008,0.169,NA
"C","Two-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS90",-0.123,0.099,1.008,1.283,0.008,0.169,NA
"C","Two-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS91",NA,3.39,0.748,NA,0.16,4.48,"Not computed. See methods"
"C","Two-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS61",-0.139,0.204,0.995,0.947,0.01,0.305,NA
"C","Two-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61",-0.016,0.08,0.995,0.947,0.01,0.305,NA
"C","Two-Point","UNM CSI","Mixed","Extrapolated","USGS40_USGS61",0.162,0.185,0.995,0.947,0.01,0.305,NA
